StacksLocus	SymbioLocus	PercentIdent	Length	Mismatch	GapOpen	QStart	QEnd	Sstart	SEnd	Evalue	BitScore
CLocus_26429_Sample_5_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_7_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_7_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_7_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_7_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_8_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_8_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_8_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_8_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_11_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_11_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_11_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_11_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_12_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_12_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_12_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_12_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_13_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_13_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_13_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_13_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_14_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_14_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_14_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_14_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_16_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_16_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_16_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_16_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_17_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_17_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_17_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_17_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_18_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_18_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_18_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_18_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_19_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_19_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_19_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_19_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_20_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_20_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_20_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_20_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_21_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_21_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_21_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_21_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_22_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_22_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_22_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_22_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_23_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_23_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_23_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_23_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_24_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_24_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_24_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_24_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_25_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_25_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_25_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_25_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_27_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_27_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_27_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_27_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_28_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_28_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_28_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_28_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_29_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_29_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_29_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_29_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_30_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_30_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_30_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_30_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_31_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_31_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_31_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_31_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_32_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_32_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_32_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_32_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_33_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_33_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_33_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_33_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_34_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_34_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_34_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_34_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_35_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_35_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_35_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_35_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_36_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_36_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_36_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_36_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_37_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_37_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_37_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_37_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_38_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_38_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_38_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_38_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_39_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_39_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_39_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_39_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_40_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_40_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_40_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_40_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_41_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_41_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_41_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_41_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_49_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_49_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_49_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_49_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_50_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_50_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_50_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_50_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_51_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_51_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_51_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_51_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_42_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_42_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_42_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_42_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_43_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_43_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_43_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_43_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_44_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_44_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_44_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_44_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_45_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_45_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_45_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_45_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_46_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_46_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_46_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_46_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_47_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_47_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_47_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_47_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_52_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_52_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_52_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_52_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_53_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_53_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_53_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_53_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_54_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_54_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_54_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_54_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_55_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_55_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_55_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_55_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_56_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_56_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_56_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_56_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_57_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_57_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_57_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_57_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_58_Locus_26429_Allele_0	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_58_Locus_26429_Allele_0	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
CLocus_26429_Sample_58_Locus_26429_Allele_1	Snec_CCMP2469.scaffold7161	90.476	42	4	0	459	500	21416	21457	7.61e-05	56.5
CLocus_26429_Sample_58_Locus_26429_Allele_1	A5_CCMP2592.scaffold7	100	28	0	0	473	500	2109181	2109154	0.001	52.8
